Organization,Repository_Name,Language,Visibility,Repository_Size_KB,Stars,Forks,Open_Issues,Created_Date,Updated_Date,Default_Branch,Repository_URL
google,mockable_filesystem.dart,Dart,public,152,12,7,4,2013-07-24T18:04:00Z,2026-07-21T08:25:14Z,master,https://github.com/google/mockable_filesystem.dart
google,dart-gif-encoder,Dart,public,176,28,11,0,2013-07-25T17:20:24Z,2026-07-21T08:25:16Z,master,https://github.com/google/dart-gif-encoder
google,gumbo-parser,HTML,public,3919,5193,664,23,2013-08-02T18:33:38Z,2026-07-21T08:25:17Z,master,https://github.com/google/gumbo-parser
google,quiver-dart,Dart,public,1377,1066,133,57,2013-08-14T19:13:01Z,2026-07-29T14:29:00Z,master,https://github.com/google/quiver-dart
google,closure-library,JavaScript,public,204604,4897,1050,0,2013-08-16T21:54:05Z,2026-08-03T02:51:36Z,master,https://github.com/google/closure-library
google,patchfield,Java,public,21484,277,33,5,2013-08-20T18:19:13Z,2026-07-21T08:25:21Z,master,https://github.com/google/patchfield
google,perf_api.dart,Dart,public,20,9,11,1,2013-08-21T18:10:29Z,2026-07-21T08:25:22Z,master,https://github.com/google/perf_api.dart
google,dart-sync-socket,Dart,public,57,25,17,0,2013-08-22T16:06:15Z,2026-07-21T08:25:23Z,master,https://github.com/google/dart-sync-socket
google,compile-testing,Java,public,1009,720,127,42,2013-08-26T21:30:13Z,2026-08-03T16:16:52Z,main,https://github.com/google/compile-testing
google,network-mapper,,public,1555,52,20,22,2013-09-04T19:15:15Z,2026-07-21T08:25:25Z,master,https://github.com/google/network-mapper
google,pixelcycle-sample-app,Dart,public,222,10,6,0,2013-09-05T15:13:06Z,2026-07-21T08:25:26Z,master,https://github.com/google/pixelcycle-sample-app
google,wiberg-minimization,,public,76,18,9,0,2013-09-10T01:33:08Z,2026-07-21T08:25:27Z,master,https://github.com/google/wiberg-minimization
google,memcache-collections,Python,public,212,67,20,0,2013-09-10T15:15:09Z,2026-07-21T08:25:28Z,master,https://github.com/google/memcache-collections
google,go-querystring,Go,public,72,2145,188,20,2013-09-10T19:26:51Z,2026-07-27T01:33:17Z,master,https://github.com/google/go-querystring
google,tiff,Go,public,161,70,14,4,2013-09-11T19:05:45Z,2026-07-21T08:25:37Z,master,https://github.com/google/tiff
google,beta-binomial-fitting,,public,56,6,0,1,2013-09-11T22:29:41Z,2026-07-21T08:25:43Z,master,https://github.com/google/beta-binomial-fitting
google,dart-sync-webdriver,Dart,public,205,22,14,5,2013-09-11T23:03:16Z,2026-07-21T08:25:49Z,master,https://github.com/google/dart-sync-webdriver
google,lmctfy,C++,public,5234,3404,237,9,2013-09-16T16:28:53Z,2026-07-21T08:25:55Z,master,https://github.com/google/lmctfy
google,open-gantry,CSS,public,11156,10,7,2,2013-09-16T17:08:46Z,2026-07-21T08:26:01Z,gh-pages,https://github.com/google/open-gantry
google,tsviewdb,JavaScript,public,7104,125,21,5,2013-09-16T18:35:45Z,2026-07-21T08:26:06Z,master,https://github.com/google/tsviewdb
google,vpn-reverse-tether,C,public,96,191,60,2,2013-09-17T22:26:12Z,2026-08-01T16:19:42Z,master,https://github.com/google/vpn-reverse-tether
google,gfw-deployments,Python,public,32215,78,37,0,2013-09-18T17:44:34Z,2026-07-21T08:26:12Z,master,https://github.com/google/gfw-deployments
google,pepper.js,JavaScript,public,1728,324,44,4,2013-09-30T15:24:47Z,2026-07-21T08:26:14Z,master,https://github.com/google/pepper.js
google,grinder.dart,Dart,public,2910,266,36,46,2013-10-01T16:14:32Z,2026-07-29T21:26:27Z,main,https://github.com/google/grinder.dart
google,zimu,C,public,376,6,4,0,2013-10-02T20:45:17Z,2026-07-21T08:26:18Z,master,https://github.com/google/zimu
google,self-hosted-rss-to-email,Go,public,104,29,9,0,2013-10-03T01:14:22Z,2026-07-21T08:26:20Z,master,https://github.com/google/self-hosted-rss-to-email
google,capsicum-linux,C,public,1457837,213,29,4,2013-10-03T14:41:35Z,2026-07-21T08:26:22Z,capsicum,https://github.com/google/capsicum-linux
google,capsicum-test,C++,public,2672,45,21,5,2013-10-03T14:41:46Z,2026-07-21T08:26:24Z,dev,https://github.com/google/capsicum-test
google,url_diff,Python,public,320,97,28,1,2013-10-07T19:51:48Z,2026-07-21T08:26:26Z,master,https://github.com/google/url_diff
google,jimfs,Java,public,7615,2551,290,40,2013-10-21T14:39:27Z,2026-08-03T16:18:26Z,master,https://github.com/google/jimfs
google,appengine_xblock_runtime,Python,public,448,19,7,0,2013-10-24T16:39:30Z,2026-07-21T08:26:30Z,master,https://github.com/google/appengine_xblock_runtime
google,gfw-toolkit,Python,public,272,29,12,0,2013-10-30T23:57:06Z,2026-07-21T08:26:32Z,master,https://github.com/google/gfw-toolkit
google,libkml,C++,public,12701,99,54,17,2013-11-07T17:56:39Z,2026-07-21T08:26:34Z,master,https://github.com/google/libkml
google,coursebuilder_xblock_module,Python,public,413,17,5,0,2013-11-07T17:58:50Z,2026-07-21T08:26:37Z,master,https://github.com/google/coursebuilder_xblock_module
google,gae-channel-api.dart,Dart,public,244,10,7,0,2013-11-11T19:43:54Z,2026-07-21T08:26:41Z,master,https://github.com/google/gae-channel-api.dart
google,container-rfc,,public,89,11,4,0,2013-11-13T05:13:40Z,2026-07-21T08:26:47Z,master,https://github.com/google/container-rfc
google,liquidfun,C++,public,23797,4897,650,69,2013-11-26T18:20:10Z,2026-07-27T07:08:55Z,master,https://github.com/google/liquidfun
google,pytypedecl,Python,public,735,66,11,1,2013-12-03T23:11:13Z,2026-07-21T08:26:52Z,master,https://github.com/google/pytypedecl
google,grr,Python,public,170582,5084,795,191,2013-12-04T00:17:53Z,2026-07-29T10:32:18Z,master,https://github.com/google/grr
google,vim-maktaba,Vim Script,public,803,588,41,43,2013-12-05T21:59:43Z,2026-07-21T08:26:54Z,master,https://github.com/google/vim-maktaba
google,vim-glaive,Vim Script,public,69,77,15,8,2013-12-06T23:28:52Z,2026-07-21T08:26:55Z,master,https://github.com/google/vim-glaive
google,benchmark,C++,public,3509,10332,1785,177,2013-12-12T00:10:48Z,2026-08-04T11:09:17Z,main,https://github.com/google/benchmark
google,angular_node_bind.dart,Dart,public,235,26,13,6,2013-12-12T19:03:57Z,2026-07-21T08:26:58Z,master,https://github.com/google/angular_node_bind.dart
google,grafika,Java,public,1092,6153,1475,64,2013-12-19T18:36:53Z,2026-07-23T06:17:36Z,master,https://github.com/google/grafika
google,wheelbarrow,Python,public,333,11,6,1,2014-01-06T23:50:14Z,2026-07-21T08:27:01Z,master,https://github.com/google/wheelbarrow
google,skia,C++,public,1225236,10854,1753,51,2014-01-09T17:09:57Z,2026-08-04T12:28:07Z,main,https://github.com/google/skia
google,skia-buildbot,Go,public,158949,172,89,25,2014-01-09T17:10:17Z,2026-08-04T05:21:20Z,main,https://github.com/google/skia-buildbot
google,instant-hangouts,JavaScript,public,50,184,47,7,2014-01-10T22:46:57Z,2026-07-21T08:27:07Z,master,https://github.com/google/instant-hangouts
google,extra-keyboards-for-chrome-os,JavaScript,public,276,218,135,32,2014-01-21T16:38:51Z,2026-07-21T08:27:09Z,master,https://github.com/google/extra-keyboards-for-chrome-os
google,gipfeli,C++,public,46,119,19,1,2014-01-21T16:58:45Z,2026-07-21T08:27:11Z,master,https://github.com/google/gipfeli
google,favcolor-server,Ruby,public,756,8,7,1,2014-01-23T21:53:23Z,2026-07-21T08:27:13Z,master,https://github.com/google/favcolor-server
google,favcolor-android,Java,public,236,39,14,1,2014-01-23T21:54:20Z,2026-07-21T08:27:15Z,master,https://github.com/google/favcolor-android
google,favcolor-ios,,public,0,5,0,0,2014-01-23T21:54:45Z,2026-07-21T08:27:17Z,master,https://github.com/google/favcolor-ios
google,systemjs,JavaScript,public,715,64,12,0,2014-01-28T17:13:29Z,2026-07-21T08:27:19Z,master,https://github.com/google/systemjs
google,radioreceiver,JavaScript,public,905,417,83,5,2014-01-30T18:28:13Z,2026-07-21T08:27:21Z,master,https://github.com/google/radioreceiver
google,j2objc,Java,public,105680,6038,997,147,2014-01-30T20:19:56Z,2026-08-01T00:20:31Z,master,https://github.com/google/j2objc
google,pygtrie,Python,public,140,820,130,15,2014-02-03T16:51:11Z,2026-07-21T08:27:25Z,master,https://github.com/google/pygtrie
google,course-builder,,public,0,5,0,0,2014-02-04T21:17:04Z,2026-07-21T08:27:27Z,master,https://github.com/google/course-builder
google,page-timer,JavaScript,public,66,100,44,1,2014-02-10T16:46:28Z,2026-07-21T08:27:29Z,master,https://github.com/google/page-timer
google,sre_yield,Python,public,126,188,45,19,2014-02-13T00:53:19Z,2026-07-21T08:27:31Z,master,https://github.com/google/sre_yield
google,dart-tagtree,Dart,public,1019,78,6,7,2014-02-14T23:51:30Z,2026-07-21T08:27:33Z,master,https://github.com/google/dart-tagtree
google,oss-bench,,public,100,6,4,0,2014-02-19T17:44:24Z,2026-07-21T08:27:35Z,master,https://github.com/google/oss-bench
google,FakeMaker,JavaScript,public,3718,22,10,3,2014-02-19T17:49:51Z,2026-07-21T08:27:37Z,master,https://github.com/google/FakeMaker
google,grr-doc,Shell,public,8851,313,155,29,2014-02-20T17:46:08Z,2026-07-21T08:27:39Z,master,https://github.com/google/grr-doc
google,Refaster,Java,public,201,56,10,0,2014-02-21T20:14:01Z,2026-07-21T08:27:41Z,master,https://github.com/google/Refaster
google,vroom,Python,public,1824,274,28,45,2014-02-24T21:00:11Z,2026-07-21T08:27:43Z,main,https://github.com/google/vroom
google,snappy,C++,public,2834,6589,1039,60,2014-03-03T21:58:09Z,2026-08-04T09:16:34Z,main,https://github.com/google/snappy
google,favcolor-findidp,,public,1185,5,3,1,2014-03-10T17:43:03Z,2026-07-21T08:27:47Z,master,https://github.com/google/favcolor-findidp
google,googleapps-password-generator,,public,2380,27,21,0,2014-03-14T22:07:26Z,2026-07-21T08:27:49Z,master,https://github.com/google/googleapps-password-generator
google,vim-ft-vroom,VimL,public,293,12,8,2,2014-03-17T18:12:17Z,2026-07-21T08:27:51Z,master,https://github.com/google/vim-ft-vroom
google,vimdoc,Python,public,146,306,30,51,2014-03-17T18:12:29Z,2026-07-21T08:27:53Z,main,https://github.com/google/vimdoc
google,googleapps-message-recall,Python,public,5464,16,12,1,2014-03-17T20:47:29Z,2026-07-21T08:27:55Z,master,https://github.com/google/googleapps-message-recall
google,YouCompleteSubl,,public,0,2,0,0,2014-03-26T15:31:07Z,2026-07-21T08:27:57Z,master,https://github.com/google/YouCompleteSubl
google,palette.js,JavaScript,public,80,583,92,0,2014-03-26T15:39:13Z,2026-07-21T08:27:59Z,master,https://github.com/google/palette.js
google,pyringe,Python,public,424,1629,76,17,2014-03-26T16:13:48Z,2026-07-23T01:16:01Z,master,https://github.com/google/pyringe
google,quiver-log,Dart,public,2718,24,13,2,2014-03-26T16:49:30Z,2026-07-21T08:28:03Z,master,https://github.com/google/quiver-log
google,autofdo,C++,public,99903,618,125,98,2014-04-01T22:37:47Z,2026-07-29T23:16:05Z,master,https://github.com/google/autofdo
google,iosched,Kotlin,public,58059,21648,6070,76,2014-04-01T22:40:40Z,2026-08-01T15:58:49Z,main,https://github.com/google/iosched
google,souper,C++,public,2383,2385,187,97,2014-04-05T02:09:09Z,2026-08-03T09:12:35Z,main,https://github.com/google/souper
google,web-starter-kit,HTML,public,10100,18282,2915,74,2014-04-07T08:45:18Z,2026-08-03T11:14:55Z,master,https://github.com/google/web-starter-kit
google,realtime-help,Python,public,168,19,9,2,2014-04-09T17:17:08Z,2026-07-21T08:28:13Z,master,https://github.com/google/realtime-help
google,closure-compiler,JavaScript,public,191816,7672,1179,914,2014-04-16T15:30:36Z,2026-08-04T00:37:45Z,master,https://github.com/google/closure-compiler
google,closure-templates,Java,public,78886,698,196,275,2014-04-16T15:31:58Z,2026-08-04T05:09:23Z,master,https://github.com/google/closure-templates
google,gdal-autotest2,,public,0,4,0,0,2014-04-16T18:33:53Z,2026-07-21T08:28:19Z,master,https://github.com/google/gdal-autotest2
google,ohmu,C++,public,2182,107,18,0,2014-04-23T21:23:50Z,2026-07-21T08:28:21Z,master,https://github.com/google/ohmu
google,lab_device_proxy,Python,public,132,39,7,0,2014-04-23T21:24:23Z,2026-07-21T08:28:23Z,master,https://github.com/google/lab_device_proxy
google,WebFundamentals,JavaScript,public,1729601,13874,2517,1201,2014-04-28T18:45:45Z,2026-08-04T03:22:39Z,main,https://github.com/google/WebFundamentals
google,canvas-5-polyfill,JavaScript,public,42,191,45,5,2014-04-28T18:48:20Z,2026-07-21T08:28:27Z,master,https://github.com/google/canvas-5-polyfill
google,closure-stylesheets,Java,public,11534,315,62,65,2014-04-28T20:51:38Z,2026-07-21T08:28:29Z,master,https://github.com/google/closure-stylesheets
google,heartbleed-burp-extension,Java,public,123,13,6,0,2014-05-06T19:33:34Z,2026-07-21T08:28:31Z,master,https://github.com/google/heartbleed-burp-extension
google,capsicum-man-pages,Groff,public,16531,10,2,0,2014-05-09T15:34:05Z,2026-07-21T08:28:33Z,capsicum,https://github.com/google/capsicum-man-pages
google,jsaction,JavaScript,public,250,1073,66,7,2014-05-12T21:53:24Z,2026-08-01T20:38:26Z,master,https://github.com/google/jsaction
google,gtest-parallel,Python,public,184,471,111,16,2014-05-15T16:13:51Z,2026-07-28T10:56:17Z,master,https://github.com/google/gtest-parallel
google,rekall,Python,public,145284,2007,402,201,2014-05-16T17:22:51Z,2026-08-02T15:18:45Z,master,https://github.com/google/rekall
google,photo-sphere,,public,0,4,0,0,2014-05-16T17:29:39Z,2026-07-21T08:28:41Z,master,https://github.com/google/photo-sphere
google,flatbuffers,C++,public,22278,26293,3613,259,2014-05-19T18:33:01Z,2026-08-04T11:42:42Z,master,https://github.com/google/flatbuffers
google,rekall-profiles,HTML,public,2511872,101,48,15,2014-05-20T11:57:48Z,2026-07-21T08:28:45Z,gh-pages,https://github.com/google/rekall-profiles
google,certificate-transparency,C++,public,27912,887,288,78,2014-05-20T17:03:47Z,2026-07-21T08:28:47Z,master,https://github.com/google/certificate-transparency
google,certificate-transparency-rfcs,Python,public,3072,81,35,3,2014-05-22T17:15:59Z,2026-07-21T08:28:49Z,master,https://github.com/google/certificate-transparency-rfcs
google,ct-hackday-schwag,Go,public,13,12,5,0,2014-05-22T17:16:56Z,2026-07-21T08:28:51Z,master,https://github.com/google/ct-hackday-schwag
google,libpam-policycache,C,public,149,35,11,3,2014-05-22T21:14:25Z,2026-07-21T08:28:53Z,master,https://github.com/google/libpam-policycache
google,libnss-cache,C,public,315,63,28,1,2014-05-27T16:55:16Z,2026-08-03T18:47:12Z,main,https://github.com/google/libnss-cache
google,nsscache,Python,public,1393,156,60,9,2014-05-27T16:57:00Z,2026-08-03T00:55:15Z,main,https://github.com/google/nsscache
google,cronutils,C,public,107,118,19,0,2014-05-27T16:57:31Z,2026-07-21T08:28:59Z,main,https://github.com/google/cronutils
google,mtail,Go,public,6863,4024,392,59,2014-05-27T23:46:16Z,2026-07-26T16:53:26Z,main,https://github.com/google/mtail
google,guice,Java,public,125347,12728,1684,362,2014-05-28T23:18:53Z,2026-08-04T04:08:24Z,master,https://github.com/google/guice
google,guava,Java,public,1379300,51538,11147,746,2014-05-29T16:23:17Z,2026-08-04T08:01:48Z,master,https://github.com/google/guava
google,kernel-sanitizers,Python,public,2939275,468,92,0,2014-06-03T20:15:33Z,2026-07-21T08:29:07Z,master,https://github.com/google/kernel-sanitizers
google,LiquidFunPaint,Java,public,3165,168,53,4,2014-06-06T23:20:56Z,2026-07-21T08:29:09Z,develop,https://github.com/google/LiquidFunPaint
google,u2f-ref-code,JavaScript,public,148025,591,178,54,2014-06-06T23:56:59Z,2026-07-21T08:29:11Z,master,https://github.com/google/u2f-ref-code
google,cadvisor,Go,public,53359,19332,2483,63,2014-06-09T16:36:33Z,2026-08-04T09:21:03Z,master,https://github.com/google/cadvisor
google,deepboost,C++,public,30,152,52,0,2014-06-12T23:27:39Z,2026-07-21T08:29:15Z,master,https://github.com/google/deepboost
google,ExoPlayer,Java,public,483311,21929,6001,628,2014-06-13T21:19:18Z,2026-08-01T19:06:50Z,release-v2,https://github.com/google/ExoPlayer
google,fruit,C++,public,3157,1886,202,33,2014-06-16T20:43:26Z,2026-07-31T02:40:31Z,master,https://github.com/google/fruit
google,chrome-language-immersion,JavaScript,public,678,46,18,1,2014-06-16T22:27:37Z,2026-07-21T08:29:21Z,master,https://github.com/google/chrome-language-immersion
google,timesketch,Python,public,237039,3385,659,214,2014-06-19T17:49:45Z,2026-08-03T17:19:59Z,master,https://github.com/google/timesketch
google,domaintest,Java,public,107,71,13,5,2014-06-19T17:52:23Z,2026-07-21T08:29:25Z,master,https://github.com/google/domaintest
google,codeworld,Haskell,public,7496,1268,200,315,2014-06-19T21:56:15Z,2026-07-21T08:29:27Z,master,https://github.com/google/codeworld
google,xsecurelock,C,public,764,925,66,72,2014-06-20T14:55:28Z,2026-07-21T08:29:29Z,master,https://github.com/google/xsecurelock
google,battery-historian,Go,public,4402,5407,969,148,2014-06-20T21:28:26Z,2026-08-04T07:42:40Z,master,https://github.com/google/battery-historian
google,midi-dump-tools,C,public,12,29,9,0,2014-06-27T18:23:54Z,2026-07-21T08:29:33Z,main,https://github.com/google/midi-dump-tools
google,pyrios,Go,public,135,62,19,0,2014-06-27T18:24:37Z,2026-07-21T08:29:35Z,master,https://github.com/google/pyrios
google,catnip,Python,public,148,26,5,1,2014-06-30T17:39:13Z,2026-07-21T08:29:37Z,master,https://github.com/google/catnip
google,python-adb,Python,public,183,1860,364,72,2014-07-01T23:00:56Z,2026-07-28T11:42:33Z,master,https://github.com/google/python-adb
google,VoltAir,C++,public,88153,318,82,5,2014-07-08T00:21:40Z,2026-07-21T08:29:41Z,master,https://github.com/google/VoltAir
google,jenkins-flaky-test-report,,public,0,5,0,0,2014-07-09T17:38:30Z,2026-07-21T08:29:43Z,master,https://github.com/google/jenkins-flaky-test-report
google,files.dart,Dart,public,35,21,6,2,2014-07-10T01:46:03Z,2026-07-21T08:29:45Z,master,https://github.com/google/files.dart
google,dart-emacs-plugin-unsupported,Emacs Lisp,public,155,12,4,0,2014-07-16T21:02:21Z,2026-07-21T08:29:47Z,master,https://github.com/google/dart-emacs-plugin-unsupported
google,tern-closure,JavaScript,public,104,33,12,29,2014-07-16T23:03:28Z,2026-07-21T08:29:49Z,master,https://github.com/google/tern-closure
google,NLSdata,R,public,2852,8,8,0,2014-07-17T22:12:17Z,2026-07-21T08:29:51Z,master,https://github.com/google/NLSdata
google,glmmplus,R,public,896,12,5,0,2014-07-17T22:12:53Z,2026-07-21T08:29:53Z,master,https://github.com/google/glmmplus
google,glassbox,R,public,268,22,9,0,2014-07-17T22:14:02Z,2026-07-21T08:29:55Z,master,https://github.com/google/glassbox
google,polymer-dart-log-controller,Dart,public,268,8,6,0,2014-07-24T20:21:17Z,2026-07-21T08:29:57Z,master,https://github.com/google/polymer-dart-log-controller
google,coursebuilder-learning-analytics,,public,0,5,0,0,2014-07-24T22:07:17Z,2026-07-21T08:29:59Z,master,https://github.com/google/coursebuilder-learning-analytics
google,gofountain,Go,public,78,115,16,0,2014-07-29T16:00:41Z,2026-07-21T08:30:00Z,master,https://github.com/google/gofountain
google,charted,Dart,public,3072,157,57,23,2014-07-29T21:57:22Z,2026-07-21T08:30:01Z,master,https://github.com/google/charted
google,gofuzz,Go,public,69,1493,117,12,2014-07-31T16:21:29Z,2026-07-21T08:30:05Z,master,https://github.com/google/gofuzz
google,cpython-pt,Python,public,176807,12,7,0,2014-07-31T16:28:54Z,2026-07-21T08:30:07Z,3.3,https://github.com/google/cpython-pt
google,byterun,Python,public,376,16,2,1,2014-07-31T17:06:40Z,2026-07-21T08:30:09Z,master,https://github.com/google/byterun
google,btree,Go,public,64,4162,420,15,2014-07-31T17:56:24Z,2026-08-02T15:15:31Z,master,https://github.com/google/btree
google,jsonnet,Jsonnet,public,59731,7548,472,209,2014-08-01T20:29:12Z,2026-08-01T14:29:24Z,master,https://github.com/google/jsonnet
google,ktsan,,public,0,568,59,0,2014-08-04T21:26:17Z,2026-07-28T13:24:23Z,master,https://github.com/google/ktsan
google,epr,JavaScript,public,156,16,4,0,2014-08-04T21:30:40Z,2026-07-21T08:30:17Z,master,https://github.com/google/epr
google,forcefield,Gosu,public,268,48,8,0,2014-08-06T21:20:51Z,2026-07-21T08:30:19Z,master,https://github.com/google/forcefield
google,CausalImpact,R,public,3323,1850,264,31,2014-08-08T17:16:13Z,2026-08-01T10:02:34Z,master,https://github.com/google/CausalImpact
google,pandas,,public,34688,27,17,0,2014-08-11T01:32:06Z,2026-07-21T08:30:21Z,master,https://github.com/google/pandas
google,region-flags,HTML,public,25609,210,55,6,2014-08-11T23:48:55Z,2026-07-21T08:30:22Z,gh-pages,https://github.com/google/region-flags
google,web-starter-kit-extras,,public,289,71,22,0,2014-08-12T16:00:39Z,2026-07-21T08:30:23Z,master,https://github.com/google/web-starter-kit-extras
google,chromeos-filesystems,JavaScript,public,32479,128,26,14,2014-08-12T20:31:22Z,2026-07-21T08:30:24Z,master,https://github.com/google/chromeos-filesystems
google,paramgmt,Python,public,44,85,27,3,2014-08-13T17:42:32Z,2026-07-21T08:30:25Z,master,https://github.com/google/paramgmt
google,go-tpm,Go,public,5584,669,186,75,2014-08-13T19:53:34Z,2026-07-27T11:56:07Z,main,https://github.com/google/go-tpm
google,coursebuilder-lti-module,Python,public,205,16,4,0,2014-08-13T20:12:06Z,2026-07-21T08:30:28Z,master,https://github.com/google/coursebuilder-lti-module
google,googleapis.dart,Dart,public,435178,419,135,50,2014-08-14T10:55:00Z,2026-08-01T22:32:17Z,master,https://github.com/google/googleapis.dart
google,skicka,Go,public,536,1294,113,40,2014-08-14T23:28:35Z,2026-07-21T08:30:30Z,main,https://github.com/google/skicka
google,cameraraw,Go,public,80,26,7,0,2014-08-15T18:08:05Z,2026-07-21T08:30:31Z,master,https://github.com/google/cameraraw
google,rct-automation,C++,public,200,23,7,0,2014-08-15T20:18:10Z,2026-07-21T08:30:32Z,master,https://github.com/google/rct-automation
google,vim-ft-go,Vim script,public,20,54,8,1,2014-08-18T14:56:37Z,2026-07-21T08:30:33Z,master,https://github.com/google/vim-ft-go
google,macops,Python,public,1218,823,85,6,2014-08-18T17:28:05Z,2026-07-21T08:30:34Z,master,https://github.com/google/macops
google,re2,C++,public,10559,9770,1243,61,2014-08-18T21:21:26Z,2026-08-04T11:04:08Z,main,https://github.com/google/re2
google,novm,Go,public,1111,1677,118,13,2014-08-20T15:33:17Z,2026-07-21T08:30:37Z,master,https://github.com/google/novm
google,Idris-dev,,public,19696,9,3,0,2014-08-21T04:25:19Z,2026-07-21T08:30:38Z,master,https://github.com/google/Idris-dev
google,error-prone,Java,public,175759,7216,809,507,2014-08-21T23:26:50Z,2026-08-03T20:54:06Z,master,https://github.com/google/error-prone
google,gjstest,C++,public,2830,129,47,6,2014-08-25T16:11:41Z,2026-07-21T08:30:41Z,master,https://github.com/google/gjstest
google,adb-sync,Python,public,35,1098,188,27,2014-08-25T16:18:51Z,2026-07-21T08:30:42Z,master,https://github.com/google/adb-sync
google,redgrep,C++,public,184,164,20,0,2014-08-25T16:22:07Z,2026-07-21T08:30:43Z,main,https://github.com/google/redgrep
google,coursebuilder-core,Python,public,40656,147,110,16,2014-08-25T19:08:42Z,2026-07-21T08:30:44Z,master,https://github.com/google/coursebuilder-core
google,coursebuilder-releases,,public,270605,26,9,0,2014-08-25T19:09:55Z,2026-07-21T08:30:46Z,master,https://github.com/google/coursebuilder-releases
google,coursebuilder-resources,Shell,public,110944,15,9,0,2014-08-25T19:10:28Z,2026-07-21T08:30:47Z,master,https://github.com/google/coursebuilder-resources
google,refr,C++,public,24297,28,8,0,2014-08-25T19:12:09Z,2026-07-21T08:30:48Z,master,https://github.com/google/refr
google,infact,C++,public,2655,73,17,1,2014-08-25T19:13:21Z,2026-07-21T08:30:50Z,master,https://github.com/google/infact
google,go-glicko2,,public,0,5,0,0,2014-08-25T19:37:10Z,2026-07-21T08:30:51Z,master,https://github.com/google/go-glicko2
google,angle,C++,public,213150,4053,748,7,2014-08-26T14:59:07Z,2026-08-04T10:05:52Z,main,https://github.com/google/angle
google,gin,,public,0,5,0,0,2014-08-26T15:25:56Z,2026-07-21T08:30:53Z,master,https://github.com/google/gin
google,hat-backup,Rust,public,1491,252,29,11,2014-08-27T19:08:49Z,2026-07-21T08:30:54Z,master,https://github.com/google/hat-backup
google,python-atfork,Python,public,22,26,14,0,2014-08-27T19:18:25Z,2026-07-21T08:30:55Z,main,https://github.com/google/python-atfork
google,gae-secure-scaffold-python,Python,public,80,111,41,3,2014-08-27T19:21:51Z,2026-07-21T08:30:57Z,master,https://github.com/google/gae-secure-scaffold-python
google,leveldb,C++,public,1848,39278,8201,396,2014-08-27T21:17:52Z,2026-08-04T12:32:24Z,main,https://github.com/google/leveldb
google,error-prone-javac,Java,public,2022064,37,13,0,2014-08-27T21:50:12Z,2026-07-21T08:31:00Z,upstream,https://github.com/google/error-prone-javac
google,xpaf,C++,public,477,152,53,0,2014-08-29T18:38:08Z,2026-07-21T08:31:01Z,master,https://github.com/google/xpaf
google,java-thread-sanitizer,Java,public,396,79,24,0,2014-08-29T18:39:41Z,2026-07-21T08:31:02Z,master,https://github.com/google/java-thread-sanitizer
google,libaddressinput,C++,public,6213,623,110,46,2014-08-29T18:41:32Z,2026-08-03T07:49:54Z,master,https://github.com/google/libaddressinput
google,recki-ct,PHP,public,909,541,36,4,2014-08-29T18:46:29Z,2026-07-27T07:11:44Z,master,https://github.com/google/recki-ct
google,turing-doodle,JavaScript,public,804,170,66,0,2014-09-03T23:47:44Z,2026-07-21T08:31:05Z,master,https://github.com/google/turing-doodle
google,sanitizers,C,public,48864,12441,1095,548,2014-09-03T23:49:51Z,2026-08-04T08:34:36Z,master,https://github.com/google/sanitizers
google,linear-book-scanner,Python,public,12904,89,28,0,2014-09-03T23:52:44Z,2026-07-21T08:31:08Z,master,https://github.com/google/linear-book-scanner
google,kv-s3105c,C,public,27,6,2,0,2014-09-03T23:53:32Z,2026-07-21T08:31:09Z,master,https://github.com/google/kv-s3105c
google,syzygy,C++,public,399001,380,61,42,2014-09-03T23:55:02Z,2026-07-21T08:31:10Z,master,https://github.com/google/syzygy
google,google-input-tools,JavaScript,public,75972,274,126,1,2014-09-05T05:11:04Z,2026-07-28T14:47:40Z,master,https://github.com/google/google-input-tools
google,retrofit,Java,public,2301,43,14,0,2014-09-05T16:45:45Z,2026-07-21T08:31:12Z,master,https://github.com/google/retrofit
google,open-vcdiff,C++,public,1936,212,54,22,2014-09-05T17:26:03Z,2026-07-23T13:45:09Z,master,https://github.com/google/open-vcdiff
google,trace-viewer,,public,90705,488,76,4,2014-09-09T17:49:03Z,2026-07-21T08:31:14Z,master,https://github.com/google/trace-viewer
google,pageloader,Dart,public,1143,39,44,2,2014-09-10T05:01:45Z,2026-07-21T08:31:16Z,master,https://github.com/google/pageloader
google,pull-request-mailer,Haskell,public,265,46,8,10,2014-09-12T14:36:51Z,2026-07-21T08:31:17Z,master,https://github.com/google/pull-request-mailer
google,identity-toolkit-java-client,Java,public,105,37,26,12,2014-09-12T17:28:10Z,2026-07-21T08:31:18Z,master,https://github.com/google/identity-toolkit-java-client
google,identity-toolkit-python-client,Python,public,82,32,20,5,2014-09-12T17:28:53Z,2026-07-21T08:31:19Z,master,https://github.com/google/identity-toolkit-python-client
google,identity-toolkit-php-client,PHP,public,50,38,20,3,2014-09-12T17:29:22Z,2026-07-21T08:31:20Z,master,https://github.com/google/identity-toolkit-php-client
google,identity-toolkit-ruby-client,Ruby,public,28,10,8,1,2014-09-12T17:29:43Z,2026-07-21T08:31:21Z,master,https://github.com/google/identity-toolkit-ruby-client
